activity,x-axis,y-axis,z-axis
Jogging,5.012288,4.372132,1.334794
Jogging,-3.336985,16.589584,-4.671779
Jogging,-6.891896,19.57244,6.238119
Jogging,3.3778462,-0.6537767,2.3018389
Jogging,-2.1383946,15.554437,4.372132
Jogging,5.284695,1.6480621,-0.29964766
Jogging,-9.425281,18.959524,-4.903325
Jogging,2.070293,19.57244,8.008764
Jogging,1.6480621,-2.6014864,-1.4573772
Jogging,-1.56634,-7.7772183,-9.112013
Jogging,-6.932757,13.33432,-6.3198414
Jogging,-4.140586,12.871228,-0.84446156
Jogging,3.0237172,2.3699405,2.0294318
Jogging,-1.9885708,5.9793324,0.040861044
Jogging,2.9556155,19.57244,7.6273947
Jogging,1.7297841,-5.325556,-2.7513103
Jogging,-0.42223078,14.1787815,9.888372
Jogging,3.1463003,17.24336,5.407278
Jogging,-0.5720546,18.727978,4.671779
Jogging,5.5162406,3.7864566,1.1849703
Jogging,-4.3312707,15.6634,-3.445948
Jogging,5.5571017,14.709975,7.43671
Jogging,0.50395286,-7.7772183,-8.921328
Jogging,-4.7126403,6.891896,-11.032481
Jogging,-1.7297841,8.962189,-2.1111538
Jogging,-3.214402,3.486809,3.6774938
Jogging,-2.3018389,0.84446156,1.3075534
Jogging,-4.7943625,18.428331,-4.9850473
Jogging,4.0588636,14.628253,9.00305
Jogging,1.6889231,-0.7218784,1.3075534
Jogging,2.2609777,15.213928,7.5865335
Jogging,2.2609777,18.578154,4.630918
Jogging,5.597963,4.630918,-0.08172209
Jogging,-2.070293,1.8387469,1.0351465
Jogging,-5.706926,19.57244,6.4015636
Jogging,1.6889231,-1.9885708,0.42223078
Jogging,-3.1463003,0.23154591,5.597963
Jogging,5.7477865,15.28203,1.0351465
Jogging,2.4516625,19.340895,5.366417
Jogging,5.706926,4.2086873,1.56634
Jogging,-3.5276701,8.049625,-0.61291564
Jogging,5.284695,16.358038,9.112013
Jogging,0.08172209,-6.701211,-7.5456724
Jogging,-6.5513873,17.011814,-4.372132
Jogging,-0.23154591,15.5135765,0.8036005
Jogging,-4.5628166,4.0180025,3.0645783
Jogging,-0.50395286,0.6946377,-0.27240697
Jogging,-0.50395286,19.57244,7.6954966
Jogging,0.313268,-2.1792557,-2.1111538
Jogging,-1.9477097,6.701211,11.686258
Jogging,7.1234417,16.276316,2.8330324
Jogging,2.152015,18.727978,4.8216033
Jogging,-9.00305,5.407278,2.7921712
Jogging,5.706926,4.7126403,0.6537767
Jogging,-7.014479,17.270601,-6.3198414
Jogging,7.9270425,12.830367,7.6273947
Jogging,-0.0,-6.742072,-8.349273
Jogging,-3.2961242,2.5606253,9.575105
Jogging,6.5513873,16.86199,2.2201166
Jogging,-0.95342433,17.052675,4.4810944
Jogging,3.2961242,4.2904096,0.08172209
Jogging,-6.510526,18.115063,-5.8567495
Jogging,5.9793324,10.501288,7.1234417
Jogging,-0.5720546,-6.1291566,-9.112013
Jogging,-5.012288,13.021052,-5.7477865
Jogging,1.920469,15.785983,1.4165162
Jogging,2.7921712,3.1463003,1.4165162
Jogging,-0.95342433,8.008764,-0.42223078
Jogging,-10.079058,19.57244,-1.7570249
Jogging,4.372132,5.8567495,5.5162406
Jogging,-1.3075534,-4.2086873,-7.082581
Jogging,0.38136974,14.2877445,-3.568531
Jogging,3.1054392,19.082108,5.012288
Jogging,2.4516625,4.7943625,1.7978859
Jogging,-1.2258313,9.656827,-1.56634
Jogging,3.8273177,18.04696,6.851035
Jogging,0.08172209,-7.8861814,-8.19945
Jogging,-1.525479,17.352324,-1.8387469
Jogging,-1.4573772,14.056199,2.982856
Jogging,-6.701211,4.5628166,3.1054392
Jogging,-1.56634,1.2666923,0.88532263
Jogging,-0.95342433,19.57244,8.349273
Jogging,-0.9125633,-3.9499009,-2.982856
Jogging,-2.0294318,11.413852,15.4046135
Jogging,7.8589406,18.700737,6.0882955
Jogging,-1.1441092,16.548723,6.742072
Jogging,4.1814466,3.8681788,-0.14982383
Jogging,-3.5276701,18.087822,-3.8681788
Jogging,5.6252036,9.084772,6.6331096
Jogging,2.2201166,-5.8158884,-10.106298
Jogging,-9.193735,3.568531,-6.238119
Jogging,3.173541,15.241169,1.6480621
Jogging,5.284695,3.405087,1.2258313
Jogging,1.4573772,10.501288,-1.4165162
Jogging,3.5276701,19.19107,4.903325
Jogging,1.7297841,-10.61025,-11.536434
Jogging,-6.5922484,14.410328,-8.812365
Jogging,-8.880466,5.9793324,4.2904096
Jogging,-2.7240696,3.405087,2.2201166
Jogging,-8.689782,19.57244,8.349273
Jogging,4.944186,8.62168,5.7886477
Jogging,-1.1168685,-6.0474343,-9.888372
Jogging,-1.6480621,14.519291,1.7978859
Jogging,-2.5606253,8.771504,-1.334794
Jogging,-13.565866,5.5162406,4.2086873
Jogging,-0.88532263,2.9556155,0.61291564
Jogging,-4.5900574,19.57244,8.539958
Jogging,1.334794,-3.173541,-2.7921712
Jogging,0.08172209,15.854085,12.067628
Jogging,-2.4925237,10.61025,-0.7218784
Jogging,-12.762266,7.205164,4.4810944
Jogging,-0.5720546,2.7649305,1.0351465
Jogging,-6.3198414,19.57244,9.575105
Jogging,0.5720546,-3.3642259,-0.5720546
Jogging,0.50395286,15.826844,15.745122
Jogging,-2.9147544,6.0201936,-2.982856
Jogging,-11.985906,5.938472,4.140586
Jogging,-0.14982383,4.0588636,-0.14982383
Jogging,-1.7297841,19.57244,4.7943625
Jogging,1.9885708,-6.3607025,-6.0474343
Jogging,-1.56634,-1.607201,-0.040861044
Jogging,-4.7943625,19.15021,1.4982382
Jogging,2.982856,16.86199,1.920469
Jogging,-6.3198414,5.5571017,3.486809
Jogging,-0.7627395,2.3699405,0.313268
Jogging,-2.6832085,18.700737,7.9270425
Jogging,1.1441092,-5.8567495,-4.2904096
Jogging,-2.6014864,18.196785,4.0180025
Jogging,7.8861814,-2.2201166,-0.8036005
Jogging,4.2086873,0.7627395,1.920469
Jogging,-0.61291564,6.4015636,-0.61291564
Jogging,0.42223078,-6.8237944,-10.460427
Jogging,-8.049625,9.697687,-2.8738933
Jogging,4.9850473,19.313654,1.6480621
Jogging,1.7978859,4.0588636,2.9556155
Jogging,4.140586,0.7627395,2.1792557
Jogging,-0.10896278,7.7363577,-1.0351465
Jogging,0.92618364,-0.23154591,2.8330324
Jogging,-6.0474343,9.956474,15.826844
Jogging,0.88532263,0.61291564,-4.862464
Jogging,-4.3312707,7.164303,-0.10896278
Jogging,-8.580819,7.3549876,4.2904096
Jogging,0.46309182,2.6832085,1.6480621
Jogging,-5.012288,19.422615,8.580819
Jogging,-0.3405087,-5.243834,-3.445948
Jogging,1.1441092,16.507862,11.645397
Jogging,-1.1441092,4.6036777,-3.5957718
Jogging,-10.923519,8.308413,3.5957718
Jogging,0.84446156,2.6014864,1.7570249
Jogging,-5.325556,18.891422,7.9270425
Jogging,1.3075534,-0.10896278,2.7649305
Jogging,-4.5219555,8.580819,12.789507
Jogging,-6.973618,17.66559,-4.5628166
Jogging,-1.334794,12.789507,-0.46309182
Jogging,-0.38136974,12.067628,0.14982383
Jogging,-4.8216033,19.15021,8.812365
Jogging,0.5720546,-2.3426998,-0.27240697
Jogging,-4.440233,11.304889,15.4046135
Jogging,-0.38136974,3.1463003,-3.7864566
Jogging,-13.593107,9.112013,4.0180025
Jogging,1.2666923,0.8036005,2.3018389
Jogging,-12.912089,19.463476,3.3778462
Jogging,2.5606253,3.636633,3.9090397
Jogging,-4.099725,0.53119355,3.7864566
Jogging,11.073342,6.1291566,-1.9477097
Jogging,-3.8681788,11.413852,5.2165933
Jogging,7.0553403,2.3018389,0.84446156
Jogging,-8.730643,19.531578,0.38136974
Jogging,3.0645783,6.5922484,6.66035
Jogging,-1.607201,-4.399372,-5.09401
Jogging,4.2086873,-2.1383946,0.38136974
Jogging,-2.6014864,10.038197,5.8567495
Jogging,4.440233,18.959524,3.0645783
Jogging,2.3699405,0.53119355,2.6014864
Jogging,-2.7513103,-1.56634,2.070293
Jogging,4.9850473,-8.921328,-4.5219555
Jogging,1.7978859,15.704261,1.9477097
Jogging,-11.9450445,7.9270425,3.486809
Jogging,0.46309182,2.5606253,0.9942854
Jogging,-3.5276701,18.578154,6.742072
Jogging,0.8036005,-4.399372,-3.718355
Jogging,-4.1814466,18.46919,9.915613
Jogging,1.9477097,9.915613,-3.0645783
Jogging,-12.53072,8.853226,3.568531
Jogging,7.1234417,3.8681788,-0.23154591
Jogging,2.7921712,-9.043911,-10.923519
Jogging,-5.434519,17.965239,-7.273266
Jogging,1.334794,-3.486809,-2.070293
Jogging,-6.973618,6.0474343,3.445948
Jogging,5.325556,2.8330324,0.6946377
Jogging,-9.724928,19.57244,-2.4108016
Jogging,3.214402,4.099725,4.8216033
Jogging,-2.1111538,-0.5720546,1.56634
Jogging,9.112013,0.88532263,-1.879608
Jogging,-0.14982383,8.689782,3.759216
Jogging,5.6660647,2.7649305,0.6946377
Jogging,-8.158588,19.57244,-1.607201
Jogging,3.9499009,5.325556,3.6774938
Jogging,-0.10896278,-4.7126403,-5.243834
Jogging,10.419566,7.164303,-2.1792557
Jogging,-5.325556,9.234595,6.6331096
Jogging,7.273266,2.6014864,1.4165162
Jogging,-7.43671,19.57244,-1.607201
Jogging,3.9499009,18.537292,5.7477865
Jogging,3.3778462,-7.246025,-5.7886477
Jogging,-8.880466,19.531578,3.173541
Jogging,1.607201,16.358038,1.1849703
Jogging,1.9885708,9.112013,5.5162406
Jogging,5.9793324,3.718355,0.88532263
Jogging,1.5390993,1.7570249,1.920469
Jogging,-6.891896,19.57244,8.921328
Jogging,0.42223078,-2.4925237,0.23154591
Jogging,-2.3426998,14.941522,14.206022
Jogging,-6.0201936,9.043911,-0.7627395
Jogging,-10.991621,7.668256,4.5628166
Jogging,1.56634,0.95342433,1.879608
Jogging,-9.152874,19.57244,7.6273947
Jogging,0.38136974,0.0,2.3426998
Jogging,-4.671779,7.164303,11.536434
Jogging,9.152874,5.09401,-0.10896278
Jogging,-8.471856,9.043911,4.7126403
Jogging,2.8738933,2.0294318,1.7570249
Jogging,-10.106298,19.57244,2.152015
Jogging,4.1814466,4.2086873,5.2165933
Jogging,-5.284695,0.313268,1.4165162
Jogging,11.114203,9.724928,1.334794
Jogging,-1.4165162,12.258313,5.134871
Jogging,8.771504,4.0588636,0.23154591
Jogging,-1.334794,14.941522,-3.8273177
Jogging,8.430995,10.269742,5.134871
Jogging,-0.84446156,-6.0201936,-11.645397
Jogging,0.6537767,5.7477865,-2.8738933
Jogging,9.234595,15.472715,6.66035
Jogging,3.7864566,5.407278,1.4573772
Jogging,0.53119355,11.34575,-0.84446156
Jogging,7.7772183,15.050485,6.8237944
Jogging,-0.14982383,-7.7772183,-14.437569
Jogging,-6.2108784,16.507862,-8.117727
Jogging,8.662541,19.531578,5.053149
Jogging,0.08172209,5.243834,3.568531
Jogging,-0.84446156,4.862464,-0.7218784
Jogging,-0.3405087,-5.325556,-10.106298
Jogging,-3.486809,8.281172,-2.1111538
Jogging,9.575105,15.6634,7.6954966
Jogging,3.568531,4.0588636,1.1849703
Jogging,-0.6946377,2.8738933,3.173541
Jogging,-10.378705,19.57244,2.4516625
Jogging,2.4516625,0.19068487,4.6036777
Jogging,-5.6660647,6.8237944,8.771504
Jogging,4.8216033,0.6537767,-2.982856
Jogging,-5.09401,8.539958,4.8216033
Jogging,8.430995,2.5606253,-1.0760075
Jogging,-8.662541,19.531578,-0.0
Jogging,3.445948,3.1054392,5.325556
Jogging,-2.2609777,-1.56634,-4.3312707
Jogging,4.2086873,-5.175732,-3.636633
Jogging,7.273266,18.087822,5.7477865
Jogging,0.38136974,4.5628166,3.0645783
Jogging,-1.1441092,8.812365,-0.14982383
Jogging,6.4424243,15.363752,6.851035
Jogging,0.14982383,-9.084772,-12.830367
Jogging,-6.782933,15.050485,-5.6660647
Jogging,6.782933,19.531578,3.9499009
Jogging,-6.782933,9.425281,2.982856
Jogging,6.2789803,3.486809,-0.08172209
Jogging,-2.1383946,3.7864566,-0.46309182
Jogging,-2.5333846,19.57244,6.742072
Jogging,0.5720546,-6.742072,-4.5219555
Jogging,-7.6546354,19.313654,4.944186
Jogging,5.7477865,18.8097,3.0645783
Jogging,-10.038197,8.662541,1.56634
Jogging,0.313268,2.3699405,2.4516625
Jogging,-7.6273947,19.57244,10.378705
Jogging,-1.56634,-2.6832085,0.53119355
Jogging,-3.1463003,13.865514,15.595298
Jogging,4.903325,8.240311,-1.525479
Jogging,-11.073342,8.730643,2.8330324
Jogging,-2.070293,2.6423476,0.9942854
Jogging,-5.09401,19.57244,10.651112
Jogging,0.9942854,-2.5333846,0.040861044
Jogging,-0.95342433,8.580819,11.223166
Jogging,1.0351465,-1.1168685,-2.4108016
Jogging,-3.1463003,9.00305,3.405087
Jogging,7.205164,1.3075534,-1.4165162
Jogging,0.3405087,2.3699405,-0.08172209
Jogging,-3.718355,19.57244,7.9679036
Jogging,-0.38136974,-5.5571017,-3.568531
Jogging,-5.47538,16.208214,7.014479
Jogging,2.1111538,14.519291,0.10896278
Jogging,-8.962189,6.851035,2.7921712
Jogging,-1.0351465,2.070293,2.6014864
Jogging,-11.032481,19.57244,8.812365
Jogging,1.0351465,-0.46309182,2.2201166
Jogging,-6.0201936,9.275456,4.5219555
Jogging,-1.3075534,3.214402,2.7649305
Jogging,1.2258313,3.759216,-1.3075534
Jogging,0.92618364,19.531578,7.246025
Jogging,1.4165162,-6.891896,-8.158588
Jogging,-4.1814466,18.0061,4.7126403
Jogging,2.070293,14.669114,0.61291564
Jogging,-8.158588,9.80665,3.7864566
Jogging,0.10896278,1.1441092,3.173541
Jogging,3.445948,10.269742,-1.6889231
Jogging,5.9793324,18.659876,5.8976107
Jogging,0.38136974,-8.076866,-8.076866
Jogging,-4.372132,19.57244,-0.5720546
Jogging,6.3198414,19.231932,3.7864566
Jogging,-2.5333846,6.0882955,3.0237172
Jogging,0.50395286,2.6014864,-1.334794
Jogging,-1.6480621,19.57244,7.4639506
Jogging,-4.2495484,10.651112,15.132206
Jogging,5.5571017,2.152015,-1.2258313
Jogging,-10.337844,9.425281,4.372132
Jogging,5.829509,1.6889231,1.3756552
Jogging,7.43671,17.311462,5.7886477
Jogging,0.313268,0.61291564,3.255263
Jogging,-6.851035,17.311462,-6.0201936
Jogging,10.800936,19.531578,4.0588636
Jogging,-3.1054392,4.8216033,2.3426998
Jogging,0.08172209,0.38136974,0.7218784
Jogging,-6.1291566,19.57244,10.923519
Jogging,-1.4165162,-1.7570249,0.040861044
Jogging,-2.8330324,11.686258,16.167353
Jogging,1.9885708,-0.50395286,-3.718355
Jogging,-12.871228,8.008764,3.6774938
Jogging,1.0351465,0.9942854,3.336985
Jogging,-14.246883,19.57244,5.938472
Jogging,-0.7218784,-0.46309182,2.9556155
Jogging,-5.175732,7.8589406,12.53072
Jogging,3.568531,-4.3312707,-3.1463003
Jogging,-11.304889,8.076866,4.0588636
Jogging,2.4108016,1.7297841,0.3405087
Jogging,-7.164303,19.531578,-2.9556155
Jogging,7.6954966,10.18802,5.284695
Jogging,1.8387469,-7.1234417,-12.912089
Jogging,-3.636633,13.021052,-8.921328
Jogging,6.851035,18.305748,6.782933
Jogging,1.2666923,4.2086873,2.152015
Jogging,2.8738933,0.10896278,2.3426998
Jogging,-0.42223078,-8.308413,-13.211738
Jogging,-2.6014864,7.0553403,10.61025
Jogging,1.7297841,17.052675,5.8567495
Jogging,0.61291564,5.6252036,-2.4516625
Jogging,-7.3958488,4.944186,5.09401
Jogging,-1.1441092,0.61291564,2.8738933
Jogging,-11.182305,19.504337,9.765789
Jogging,-1.1168685,-0.5720546,2.6832085
Jogging,-8.049625,2.7240696,3.1463003
Jogging,8.281172,13.988097,1.7297841
Jogging,4.9850473,14.015338,6.891896
Jogging,3.636633,3.3778462,1.1168685
Jogging,-2.4925237,15.554437,-0.38136974
Jogging,4.7535014,8.19945,5.5162406
Jogging,1.0351465,-5.202973,-8.049625
Jogging,-2.2201166,12.871228,-2.4108016
Jogging,10.269742,19.340895,3.445948
Jogging,-0.7218784,6.0201936,4.399372
Jogging,-2.3018389,5.9793324,-1.334794
Jogging,-2.1111538,19.57244,5.6660647
Jogging,-0.27240697,-6.0882955,-3.5957718
Jogging,-3.5957718,13.797412,15.6634
Jogging,3.405087,3.1054392,-3.9499009
Jogging,5.8567495,19.57244,6.4015636
Jogging,-2.3426998,5.2165933,3.636633
Jogging,0.7218784,6.2789803,-0.8036005
Jogging,2.7921712,16.780268,6.2108784
Jogging,1.607201,-8.812365,-10.419566
Jogging,-9.534244,17.62473,-4.5900574
Jogging,11.75436,0.27240697,-1.3075534
Jogging,0.50395286,1.7570249,3.5276701
Jogging,-14.015338,19.57244,5.434519
Jogging,1.8387469,1.334794,4.8216033
Jogging,-4.372132,4.0588636,6.510526
Jogging,-7.504812,18.959524,-3.5276701
Jogging,2.2201166,14.982383,-3.759216
Jogging,7.8180795,15.322891,4.7126403
Jogging,-0.29964766,-0.6537767,2.9147544
Jogging,-4.3312707,6.5513873,7.9270425
Jogging,5.134871,0.19068487,-4.7943625
Jogging,-3.9090397,7.7772183,4.5219555
Jogging,8.471856,3.255263,0.313268
Jogging,-4.140586,18.278507,-3.718355
Jogging,6.782933,8.853226,5.2165933
Jogging,1.334794,-7.5456724,-12.598822
Jogging,-5.134871,13.906375,-6.0882955
Jogging,7.8589406,19.504337,4.7943625
Jogging,2.7240696,4.2495484,1.5390993
Jogging,-0.7218784,6.3198414,-0.50395286
Jogging,-11.3321295,19.504337,7.0553403
Jogging,0.9942854,-1.1849703,2.6423476
Jogging,-5.8976107,8.308413,10.841797
Jogging,6.891896,6.0882955,0.3405087
Jogging,-2.3699405,9.615966,4.7535014
Jogging,4.1814466,3.568531,0.6537767
Jogging,-5.434519,19.57244,-1.9885708
Jogging,6.469665,3.3778462,4.2495484
Jogging,-1.1441092,-4.5219555,-10.337844
Jogging,-5.325556,19.381754,-4.3312707
Jogging,6.6331096,-5.9793324,-3.1054392
Jogging,-0.5720546,7.9270425,3.405087
Jogging,6.6331096,2.8330324,-1.3075534
Jogging,-2.9556155,18.578154,-3.9499009
Jogging,7.6273947,6.6331096,5.09401
Jogging,0.08172209,-6.782933,-7.7772183
Jogging,-4.140586,14.818938,0.6537767
Jogging,0.27240697,15.4046135,2.8738933
Jogging,-11.141444,6.973618,2.8330324
Jogging,0.8036005,2.7649305,-0.84446156
Jogging,-2.4925237,19.231932,7.7772183
Jogging,-0.50395286,-4.9850473,-1.3756552
Jogging,-3.5276701,16.657684,12.026767
Jogging,-0.19068487,13.021052,0.08172209
Jogging,-11.876944,7.5456724,3.214402
Jogging,-0.7218784,2.7921712,1.607201
Jogging,-3.1463003,19.272793,9.152874
Jogging,-1.0760075,-5.012288,-3.445948
Jogging,-5.5162406,17.965239,7.0553403
Jogging,2.7649305,17.856276,0.9942854
Jogging,-9.724928,7.246025,2.8330324
Jogging,0.38136974,1.1441092,1.1441092
Jogging,-5.6660647,19.422615,9.575105
Jogging,0.08172209,-5.325556,-2.8738933
Jogging,-4.2086873,15.976667,8.62168
Jogging,10.079058,5.706926,3.3778462
Jogging,0.7627395,12.639683,6.4424243
Jogging,-3.6774938,6.0201936,4.440233
Jogging,-2.6423476,0.88532263,-0.7218784
Jogging,-6.0882955,18.8097,7.7363577
Jogging,-0.53119355,-6.428804,-5.434519
Jogging,-2.982856,15.023244,1.6480621
Jogging,0.8036005,14.669114,-0.23154591
Jogging,-10.460427,8.771504,2.3426998
Jogging,-1.0351465,2.4925237,2.9556155
Jogging,-12.789507,19.313654,10.691973
Jogging,1.1441092,-3.214402,1.7297841
Jogging,-6.6331096,11.182305,15.023244
Jogging,2.5606253,8.117727,0.08172209
Jogging,-9.724928,8.812365,4.7535014
Jogging,1.3756552,2.5333846,3.5276701
Jogging,-13.0619135,19.531578,6.0882955
Jogging,2.7921712,-0.95342433,3.5276701
Jogging,2.7649305,3.3778462,2.4925237
Jogging,-1.7570249,2.2609777,-0.42223078
Jogging,-9.724928,19.381754,9.152874
Jogging,-0.0,-3.214402,1.334794
Jogging,-2.7513103,9.615966,12.4489975
Jogging,-11.795221,12.721405,-6.428804
Jogging,2.0294318,17.474907,0.95342433
Jogging,-10.460427,5.2165933,3.214402
Jogging,0.23154591,1.3075534,1.4573772
Jogging,-8.62168,19.57244,11.563675
Jogging,-0.53119355,0.46309182,1.5390993
Jogging,-4.0588636,12.299174,15.595298
Jogging,-0.53119355,3.214402,-3.173541
Jogging,-9.112013,8.539958,3.759216
Jogging,6.973618,2.070293,0.27240697
Jogging,1.3075534,3.173541,-0.61291564
Jogging,-1.1168685,2.6423476,8.076866
Jogging,-0.9942854,3.0237172,8.308413
Jogging,-1.0760075,3.445948,8.049625
Jogging,-1.0760075,5.2165933,6.891896
Jogging,-0.7627395,9.00305,2.6832085
Jogging,-0.19068487,9.193735,3.5957718
Jogging,0.7218784,8.853226,4.440233
Jogging,1.4982382,8.076866,4.399372
Jogging,0.27240697,6.742072,5.053149
Jogging,0.23154591,6.0201936,4.671779
Jogging,-1.56634,12.408136,1.5390993
Jogging,-0.42223078,9.234595,3.255263
Jogging,5.7886477,16.276316,4.630918
Jogging,2.1792557,15.241169,5.434519
Jogging,-0.27240697,2.6832085,1.4573772
Jogging,-2.070293,17.352324,-0.42223078
Jogging,2.1111538,19.57244,8.158588
Jogging,0.5720546,-2.7921712,-2.4108016
Jogging,0.08172209,9.425281,5.9793324
Jogging,3.9090397,15.6634,0.9942854
Jogging,0.84446156,17.502148,7.504812
Jogging,1.1441092,3.9499009,3.5276701
Jogging,1.7570249,0.7627395,0.92618364
Jogging,-3.5276701,18.918663,-1.4165162
Jogging,3.0645783,11.372991,6.0201936
Jogging,-1.7297841,-7.082581,-9.152874
Jogging,-2.6014864,4.944186,4.7943625
Jogging,-3.8681788,9.765789,-5.243834
Jogging,4.372132,17.393185,2.7649305
Jogging,-2.1383946,7.082581,3.759216
Jogging,0.8036005,2.3018389,1.3756552
Jogging,-3.8681788,19.57244,5.6660647
Jogging,0.7218784,3.2961242,3.0645783
Jogging,-1.4982382,-9.534244,-11.454713
Jogging,-1.9885708,3.718355,4.1814466
Jogging,-0.61291564,8.771504,-6.2789803
Jogging,9.084772,19.313654,7.014479
Jogging,5.366417,3.759216,2.8330324
Jogging,-1.9885708,16.630445,-3.7864566
Jogging,-2.4925237,19.57244,6.510526
Jogging,1.56634,-2.3018389,-1.3756552
Jogging,-4.7943625,-3.8273177,-7.3549876
Jogging,-5.366417,13.443283,-7.4639506
Jogging,11.563675,19.313654,6.5922484
Jogging,0.040861044,4.630918,4.4810944
Jogging,3.5276701,2.6014864,1.1168685
Jogging,-2.7513103,16.589584,-3.3642259
Jogging,6.0474343,15.050485,4.140586
Jogging,-2.8738933,-8.921328,-11.114203
Jogging,1.7297841,13.525005,10.95076
Jogging,-10.882658,11.958665,-6.782933
Jogging,5.8976107,19.531578,4.862464
Jogging,-1.1441092,5.243834,4.7535014
Jogging,3.1463003,2.6014864,1.9885708
Jogging,-3.255263,18.578154,-3.5276701
Jogging,5.8567495,8.240311,4.1814466
Jogging,-3.405087,-3.759216,-6.469665
Jogging,-7.9679036,11.686258,-4.0180025
Jogging,12.067628,17.856276,6.932757
Jogging,-6.2108784,10.841797,2.7240696
Jogging,6.3607025,1.7570249,1.879608
Jogging,2.4925237,3.8273177,1.7978859
Jogging,-2.8330324,1.6480621,1.0760075
Jogging,0.6946377,18.768839,1.7978859
Jogging,-3.173541,-1.8387469,-6.2789803
Jogging,-4.9850473,-6.782933,-10.106298
Jogging,2.4108016,11.836082,13.443283
Jogging,-8.158588,6.701211,-8.812365
Jogging,5.366417,1.3756552,1.9885708
Jogging,-1.56634,5.5162406,-1.6480621
Jogging,-6.66035,19.57244,-2.1383946
Jogging,5.407278,18.727978,6.1700177
Jogging,1.3075534,9.302697,-3.255263
Jogging,2.9147544,18.34661,0.14982383
Jogging,-5.053149,14.056199,4.2086873
Jogging,3.5957718,19.381754,5.325556
Jogging,2.2201166,-8.076866,-8.730643
Jogging,5.09401,16.317177,9.234595
Jogging,5.053149,13.756551,-1.525479
Jogging,6.3607025,15.826844,6.2108784
Jogging,-8.580819,13.375181,3.636633
Jogging,2.6832085,3.0237172,4.3312707
Jogging,6.782933,13.565866,3.3778462
Jogging,3.445948,18.04696,0.53119355
Jogging,-2.1111538,7.5865335,5.366417
Jogging,1.1168685,9.534244,-3.0237172
Jogging,7.43671,19.531578,2.7649305
Jogging,-4.2904096,12.571581,6.701211
Jogging,4.5219555,4.671779,5.175732
Jogging,5.434519,8.117727,3.1054392
Jogging,-2.3018389,-8.308413,-8.853226
Jogging,4.0180025,8.430995,0.5720546
Jogging,8.771504,17.774553,-2.3699405
Jogging,3.9499009,17.815414,7.8180795
Jogging,-0.19068487,3.405087,4.7126403
Jogging,0.95342433,14.2877445,-4.0180025
Jogging,9.084772,15.745122,5.6252036
Jogging,-0.08172209,-0.5720546,0.88532263
Jogging,-0.6946377,12.408136,10.841797
Jogging,12.14935,8.008764,-4.9850473
Jogging,2.9556155,15.431854,7.8589406
Jogging,-2.982856,6.2108784,4.5628166
Jogging,6.782933,2.9147544,1.7978859
Jogging,-0.9942854,18.155924,-3.1463003
Jogging,8.117727,5.6252036,3.1054392
Jogging,-7.246025,-0.10896278,-2.3699405
Jogging,7.5456724,14.669114,8.19945
Jogging,1.920469,9.888372,-5.366417
Jogging,9.507003,15.132206,8.117727
Jogging,10.528529,2.070293,1.4165162
Jogging,2.1792557,15.363752,-5.366417
Jogging,-7.43671,19.57244,6.4424243
Jogging,13.947236,18.305748,5.6252036
Jogging,-8.539958,8.812365,4.862464
Jogging,9.888372,1.607201,0.46309182
Jogging,0.7627395,6.3198414,-6.4015636
Jogging,13.525005,18.38747,5.7886477
Jogging,4.3312707,1.7570249,3.2961242
Jogging,3.486809,19.57244,5.829509
Jogging,-2.7513103,-5.284695,-4.8216033
Jogging,7.164303,15.636159,11.876944
Jogging,-0.6537767,5.8567495,-7.082581
Jogging,-4.630918,11.114203,6.1700177
Jogging,2.6423476,5.012288,3.8681788
Jogging,1.4165162,3.568531,0.53119355
Jogging,1.4982382,19.57244,7.668256
Jogging,7.3549876,13.021052,2.9147544
Jogging,4.7126403,17.270601,-0.53119355
Jogging,6.510526,14.328606,8.471856
Jogging,10.337844,2.4516625,1.2258313
Jogging,1.4165162,15.554437,-0.7218784
Jogging,10.651112,18.619015,6.0201936
Jogging,8.812365,1.607201,2.7649305
Jogging,5.325556,19.463476,4.440233
Jogging,1.4982382,3.3778462,4.140586
Jogging,-3.9771416,3.405087,3.336985
Jogging,10.038197,16.467001,8.281172
Jogging,-6.1700177,9.275456,3.5957718
Jogging,0.95342433,2.6014864,4.2904096
Jogging,-4.862464,-9.084772,-10.501288
Jogging,2.982856,15.4046135,2.6014864
Jogging,0.5720546,-2.4108016,-7.1234417
Jogging,-0.61291564,11.264028,6.701211
Jogging,10.228881,2.152015,1.7297841
Jogging,1.8387469,2.9147544,3.0645783
Jogging,9.615966,16.126492,4.372132
Jogging,-4.7126403,14.1787815,-0.29964766
Jogging,8.349273,19.231932,4.7535014
Jogging,-5.09401,7.164303,2.8738933
Jogging,8.158588,2.1111538,1.9885708
Jogging,-0.38136974,1.7978859,1.7570249
Jogging,1.4573772,14.628253,-2.5333846
Jogging,4.0588636,18.087822,7.5865335
Jogging,10.56939,1.9477097,2.3018389
Jogging,1.9477097,2.1111538,3.1463003
Jogging,-4.5219555,-11.495573,-12.639683
Jogging,1.4165162,16.249075,-0.61291564
Jogging,1.0760075,4.7943625,4.372132
Jogging,5.2165933,1.920469,1.920469
Jogging,2.2609777,9.00305,-4.671779
Jogging,-6.238119,10.56939,4.7126403
Jogging,3.8273177,0.50395286,2.152015
